restaurant,link,michelin guide,address,price,cuisine,michelin guide point of view,facilities & services,contact number,website,opening hours,michelin stars,location_lat,location_long
L'Aquarelle,https://guide.michelin.com/en/nouvelle-aquitaine/breuillet/restaurant/l-aquarelle,MICHELIN GUIDE FRANCE,"71 A route du Montil, Breuillet, 17920, France",56 - 120 EUR,Creative,"A chef who has reached maturity: Xavier Taffart is a wise and inspired cook, working his lovely local ingredients and reinterpreting well - known recipes. The dishes are colourful and delicious! As for the decor, designer style prevails in the large panoramic restaurant room.","
T
Air conditioning
V
American Express credit card
f
Car park
Credit card / Debit card accepted
M
Diners Club credit card
e
Great view
}
Mastercard credit card
E
Non-smoking restaurant
N
Particularly interesting wine list
{
Private dining room
Take away
X
Visa credit card
a
Wheelchair access
€
With bedrooms
Show Less
",+33 5 46 22 11 38,https://www.laquarelle.net/,"Closed: Monday, lunch: Tuesday, dinner: Sunday",1,45.685544,-1.0393205
L'Axel,https://guide.michelin.com/en/ile-de-france/fontainebleau/restaurant/l-axel,MICHELIN GUIDE FRANCE,"43 rue de France, Fontainebleau, 77300, France",45 - 160 EUR,Modern Cuisine,"Kunihisa Goto, the young Japanese chef at L'Axel, has done himself proud – his reputation is such that this restaurant is often full. His dishes work closely with the seasons to offer a magnificent new take on French gastronomy (sea urchins, truffle soup, langoustines), and are characterised by finesse and subtlety.","
T
Air conditioning
V
American Express credit card
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
N
Particularly interesting wine list
û
Restaurant offering vegetarian menus
Take away
X
Visa credit card
Show Less
",+33 1 64 22 01 57,http://www.laxel-restaurant.com/,"Closed: Monday, Tuesday, lunch: Wednesday",1,48.4049204,2.6972177
Auberge Le Prieuré,https://guide.michelin.com/en/nouvelle-aquitaine/moirax/restaurant/auberge-le-prieure,MICHELIN GUIDE FRANCE,"4 Grand'Rue, Moirax, 47310, France",33 - 89 EUR,Creative,"Spontaneous cuisine, bursting with audacity and flavours, very vibrant! To sample in a fine, centuries - old village house, the old - world charm of which has been preserved, or on the lovely shady terrace. An appealing establishment.","
T
Air conditioning
Credit card / Debit card accepted
E
Non-smoking restaurant
r
Outside dining available
N
Particularly interesting wine list
{
Private dining room
X
Visa credit card
Show Less
",+33 5 53 47 59 55,https://www.aubergeleprieure.fr/,"Closed: Monday, Tuesday, dinner: Sunday",1,44.1401064,0.6086595
Seesteg,https://guide.michelin.com/en/niedersachsen/norderney/restaurant/seesteg,MICHELIN GUIDE GERMANY,"Damenpfad 36a, Norderney, 26548, Germany",54 - 98 EUR,"Modern Cuisine, International","This is the attractive and tasteful restaurant located in the small boutique hotel of the same name. In addition to the view of the North Sea (best enjoyed from the terrace, of course), the kitchen with a large show window also draws the eye. You will be interested to observe how the dedicated team here transforms quality produce into modern dishes.","
V
American Express credit card
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
r
Outside dining available
X
Visa credit card
€
With bedrooms
Show Less
",+49 4932 893600,www.seesteg-norderney.de,"Closed: 28 November-2 December, lunch: Monday-Sunday",1,53.7059499,7.1397518
Ti Trin Ned,https://guide.michelin.com/en/southern-denmark/fredericia/restaurant/ti-trin-ned,MICHELIN GUIDE DENMARK,"Toldkammeret 9, Fredericia, 7000, Denmark","1,200 DKK",Modern Cuisine,"Elegant Ti Trin Ned offers beautiful sea views. Sourcing is all-important and the chef-owner spends much time on their farm planting and harvesting. Two modern set menus showcase original, understated dishes with a classical base and real depth of flavour. They offer juice matches as well as wine pairings.","
T
Air conditioning
Booking essential
f
Car park
Credit card / Debit card accepted
e
Great view
}
Mastercard credit card
E
Non-smoking restaurant
{
Private dining room
X
Visa credit card
Show Less
",+45 75 93 33 55,https://www.titrinned.dk/,"Closed: 19 December-6 January, Monday, Tuesday, lunch: Wednesday-Saturday, Sunday",1,55.559862,9.754929
Le Pousse-Pied,https://guide.michelin.com/en/pays-de-la-loire/la-tranche-sur-mer/restaurant/le-pousse-pied,MICHELIN GUIDE FRANCE,"84 boulevard des Vendéens, La Tranche-sur-Mer, 85360, France",35 - 75 EUR,Market Cuisine,"A former associate of Alexandre Couillon in Noirmoutier, Anthony Lumet, who did a stint in the kitchen of La Table d'Élise, concocts neat, minimalist dishes, authentic through and through, and in tune with the seasons and market availability. First-rate produce, flawless culinary technique and reasonable prices. An endearing establishment whose chef is as modest as he is enthusiastic.","
T
Air conditioning
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
r
Outside dining available
X
Visa credit card
a
Wheelchair access
Show Less
",+33 2 51 56 23 95,https://www.lepoussepied.fr/,"Closed: 25 November-30 December, dinner: Monday, Tuesday, Wednesday",1,46.3482127,-1.4052568
Roza,https://guide.michelin.com/en/pays-de-la-loire/nantes/restaurant/roza,MICHELIN GUIDE FRANCE,"3 place de la Monnaie, Nantes, 44000, France",30 - 75 EUR,"Modern Cuisine, Creative","Jean-François Pantaleon, a chef from the Pays de la Loire region, is definitely on the ball. Extremely passionate about his region, he throws a spotlight on local produce in dishes that are replete with character, precise and overflowing with flavours. The warm and relaxed atmosphere and spacious interior will add to your enjoyment of the meal. A place that stands out from the crowd.","
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
{
Private dining room
Show More
",+33 2 40 54 01 87,https://www.restaurantroza.com/,Nearby Restaurants,1,47.213186,-1.5655072
ÄNG,https://guide.michelin.com/en/hallands/tvaaker/restaurant/ang,MICHELIN GUIDE SWEDEN,"Ästad Vingård, Ästad 10, Tvååker, 432 77, Sweden","1,300 SEK","Modern Cuisine, Swedish","Three siblings – third generation dairy farmers – have created a delightful destination restaurant complete with a vineyard, hotel and spa. The no-waste surprise tasting menu uses fantastic seasonal produce from the surrounding Halland region and the resulting skilfully prepared dishes are delicate, balanced and full of flavour. Gracious service adds to the experience.","
T
Air conditioning
V
American Express credit card
f
Car park
Credit card / Debit card accepted
Show More
",+46 340 460 61,www.restaurangang.se,,1,57.0451151,12.3830815
Les Clefs d'Argent,https://guide.michelin.com/en/nouvelle-aquitaine/mont-de-marsan/restaurant/les-clefs-d-argent,MICHELIN GUIDE FRANCE,"333 avenue des Martyrs-de-la-Résistance, Mont-de-Marsan, 40000, France",25 - 100 EUR,Creative,"Here, the decoration and the food vie with each other in the taste stakes. The interior is contemporary and the cuisine is all about colour and inventiveness. The chef creates original and meticulous dishes, the key ingredients being examples of the wonderful Landes produce.","
T
Air conditioning
V
American Express credit card
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
r
Outside dining available
N
Particularly interesting wine list
{
Private dining room
Take away
X
Visa credit card
a
Wheelchair access
Show Less
",+33 5 58 06 16 45,https://www.clefs-dargent.com/,"Closed: 19-30 December, Monday, Sunday",1,43.88698015,-0.513109135
La Promenade,https://guide.michelin.com/en/centre-val-de-loire/le-petit-pressigny/restaurant/la-promenade,MICHELIN GUIDE FRANCE,"11 rue du Savoureulx, Le Petit-Pressigny, 37350, France",53 - 102 EUR,Modern Cuisine,"A father and son team work in the kitchens of this lovely Promenade, concocting dishes that are at once hearty and tasty dishes, with a modern outlook. To savour in a beautifully crafted contemporary dining area. One of the best restaurants in the region.","
T
Air conditioning
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
N
Particularly interesting wine list
X
Visa credit card
a
Wheelchair access
Show Less
",+33 2 47 94 93 52,https://www.restaurantdallaislapromenade.com/,"Closed: Monday, Tuesday, dinner: Sunday",1,46.9238285,0.9183414
Le Jules Verne,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-jules-verne,MICHELIN GUIDE FRANCE,"Tour Eiffel - avenue Gustave-Eiffel, Paris, 75007, France",135 - 230 EUR,Modern Cuisine,"Three-star chef Frédéric Anton now presides over the destiny of this emblematic restaurant on the second floor of the Eiffel Tower, 125m above ground. The delicate, flawlessly crafted food is equally high-flying. Remember to book a window table well ahead so you can enjoy the view of Paris through the metal structure of this grand old lady. An establishment at the pinnacle of French culture and heritage.","
T
Air conditioning
V
American Express credit card
Credit card / Debit card accepted
e
Great view
Show More
",+33 1 72 76 16 61,https://www.restaurants-toureiffel.com/fr/restaurant-jules-verne.html,0,1,48.8581328,2.2944968
Voltaire,https://guide.michelin.com/en/utrecht/leersum/restaurant/voltaire,MICHELIN GUIDE NETHERLANDS,"Broekhuizerlaan 2, Leersum, 3956 NS, Netherlands",53 - 125 EUR,Creative,"Here, on an idyllic estate where geese and ducks can be seen around the lake, this impressive historic building offers a harmonious blend of classic style and modern design. The same is true when it comes to the finesse that chef Robert Poel brings to your plate.","
V
American Express credit card
f
Car park
Credit card / Debit card accepted
M
Diners Club credit card
É
Garden or park
}
Mastercard credit card
E
Non-smoking restaurant
r
Outside dining available
{
Private dining room
Take away
X
Visa credit card
€
With bedrooms
Show Less
",+31 343 745 858,https://www.parcbroekhuizen.nl/,"Closed: Sunday, Monday, lunch: Tuesday",1,52.0102642,5.4332757
Auguste,https://guide.michelin.com/en/ile-de-france/paris/restaurant/auguste,MICHELIN GUIDE FRANCE,"54 rue de Bourgogne, Paris, 75007, France",39 - 120 EUR,Modern Cuisine,"Intimate atmosphere, mirrors, white walls and pretty armchairs... Auguste is perfectly tailored to the cuisine of Gaël Orieux, a chef who is passionate about food and ingredients. His dishes? A quest for harmony and inventiveness, finely weaving together ingredients from land and sea. Affordable prices at lunch; they pull out all the stops at dinner.","
T
Air conditioning
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
X
Visa credit card
Show Less
",+33 1 45 51 61 09,https://www.restaurantauguste.fr/,"Closed: Saturday, Sunday",1,48.8562753,2.3170116
Het Roode Koper,https://guide.michelin.com/en/gelderland/leuvenum/restaurant/het-roode-koper,MICHELIN GUIDE NETHERLANDS,"Jhr. Dr. C.J. Sandbergweg 82, Leuvenum, 3852 PV, Netherlands",60 - 100 EUR,Modern Cuisine,"At Het Roode Koper, you can completely switch off. Forget all your obligations and focus on one thing: pleasure and enjoyment. The surrounding gardens and woods are magnificent, the romantic backdrop serving to reinforce the enchanting surroundings. This place exudes luxury and sophistication, qualities which Dennis van den Beld translates to the plate.","
V
American Express credit card
Booking essential
f
Car park
Credit card / Debit card accepted
Show More
",+31 577 407 393,https://www.roodekoper.nl/,,1,52.2907934,5.7256612
Le Lièvre Gourmand,https://guide.michelin.com/en/centre-val-de-loire/orleans/restaurant/le-lievre-gourmand,MICHELIN GUIDE FRANCE,"28 quai du Châtelet, Orléans, 45000, France",47 - 88 EUR,"Fusion, Creative","Carefully selected suppliers, arresting combinations of flavours and textures, fusion cuisine inspired by the chef's travels (in Asia, most notably)... This place on the banks of the Loire is tuned into the times and all the more delicious for it.","
T
Air conditioning
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
Show More
",+33 2 38 53 66 14,http://www.lelievregourmand.com/,Nearby Restaurants,1,47.8980779,1.9103597
Le Gindreau,https://guide.michelin.com/en/occitanie/saint-mdard/restaurant/le-gindreau,MICHELIN GUIDE FRANCE,"Le Bourg, Saint-Médard, 46150, France",75 - 135 EUR,Creative,"A former village school transformed into a restaurant. In the kitchens, Pascal Bardet (who worked for Alain Ducasse for 18 years) is truly blossoming here. He showcases the produce of the local terroir superbly, in particular truffles, about which he knows a thing or two! Terrace in the shade of the chestnut trees.","
T
Air conditioning
V
American Express credit card
Credit card / Debit card accepted
e
Great view
Show More
",+33 5 65 36 22 27,http://www.legindreau.com/,,1,45.0438009,0.3449231
Alt Wyk,https://guide.michelin.com/en/schleswig-holstein/wyk-auf-fhr/restaurant/alt-wyk,MICHELIN GUIDE GERMANY,"Große Straße 4, Wyk auf Föhr, 25938, Germany",79 - 110 EUR,Classic Cuisine,"The cosy, elegant parlours with their Friesian charm make for a delightful feel-good setting. The well-trained and always friendly service also contributes to the pleasant atmosphere, and let's not forget the harmonious classic cuisine or the wonderful wine selection. The two holiday apartments are also lovely.","
Booking essential
Credit cards not accepted
E
Non-smoking restaurant
{
Private dining room
",+49 4681 3212,www.alt-wyk.de,,1,54.6901993,8.5707608
Monarh,https://guide.michelin.com/en/noord-brabant/tilburg/restaurant/monarh,MICHELIN GUIDE NETHERLANDS,"Bredaseweg 204, Tilburg, 5038 NK, Netherlands",46 - 128 EUR,Creative,"Monarh occupies the vaulted room of a 125-year-old cloister, where subtly luxurious decor and cosy furnishings create a sophisticated ambience. The same attention to aesthetics is evident in spectacular dishes beautifully and meticulously presented by chef Paul Kappé. Here, beauty goes hand in hand with intense flavours.","
V
American Express credit card
f
Car park
Credit card / Debit card accepted
}
Mastercard credit card
E
Non-smoking restaurant
r
Outside dining available
{
Private dining room
û
Restaurant offering vegetarian menus
Take away
X
Visa credit card
Show Less
",+31 13 536 5805,https://www.monarh.nl/,"Closed: Sunday, Monday",1,51.55560407,5.070013744
