Restaurant Name,place_id,Address,Country,Region,Price,Cuisine,Longitude,Latitude,Phone Number,Michelin Guide Post Link,Google Website Link,Michelin Award,Facilities And Services,Description,SFA Hygiene Grade,Safety Penalty,Review Count,Average Rating,value_tier,value_score,service_tier,service_score,taste_tier,taste_score,value_tier_numeric,service_tier_numeric,taste_tier_numeric,Is Michelin
Fo You Yuan Vegetarian,ChIJVbbPsYEP2jER_1_yA7ufhSw,"Jurong West Street 61, Singapore 640637",Singapore,West,2.0,Vegetarian,103.6974446,1.3413746,9362 0879,Not in Michelin Guide Yet,https://maps.google.com/?cid=3208145935145263103,Not Awarded Any Yet,"Dine-in,Takeaway,Coffee",No Description Available Yet,B,1,4,4.0,good,0.917,excellent,0.6934,good,0.6566,3.25,3.75,3.5,False
Foc By The Beach,ChIJBRTle6ke2jERAykxAgtBm68,"110 Tanjong Beach Walk, 098943",Singapore,Central,3.0,Spanish,103.8249765,1.2467881,6206 5815,Not in Michelin Guide Yet,https://maps.google.com/?cid=12653779093564762371,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,4.0,good,0.6036,good,0.6914,good,0.7206,3.5,3.5,4.0,False
Fong Hup Koka Noodle (126 Canberra),ChIJMWYIQIIV2jERXv_nBwvl6UI,"126 Canberra Street, Singapore 750126",Singapore,North,1.0,Chinese,103.8344626,1.4462178,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=4821636711616872286,Not Awarded Any Yet,"Dine-in,Takeaway,Coffee",No Description Available Yet,A,0,5,2.6,poor,0.7032,terrible,0.7379,good,0.6345,2.8,2.6,2.6,False
Fong Seng Nasi Lemak,ChIJGSYcGPwa2jER4SlFZ31tdxQ,"22 Clementi Rd, Singapore 129751",Singapore,Central,2.0,Street Food,103.7687169,1.2929977,9092 1651,Not in Michelin Guide Yet,https://maps.google.com/?cid=1474767788358052321,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Outdoor seating,Coffee",No Description Available Yet,B,1,2,3.5,average,0.7992,excellent,0.6256,good,0.85,3.5,4.5,4.0,False
Food Loft (Clementi Avenue 4),ChIJOe4QRYQa2jERv4ipHTmwrz8,"308 Clementi Avenue 4, Singapore 120308",Singapore,Central,1.0,Street Food,103.7668438,1.3210521,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=4589080304671099071,Not Awarded Any Yet,"Dine-in,Takeaway,Outdoor seating,Beer,Coffee,NFC payments,Wheelchair accessible",No Description Available Yet,B,1,4,3.25,poor,0.7213,excellent,0.561,good,0.6395,2.75,3.75,3.5,False
Food Yo Cafe,ChIJV72Fj6kT2jERaGkeuHqLQbk,"14 Senoko South Road, Singapore 758134",Singapore,North,1.0,Coffee Shop,103.8049353,1.4578643,9855 3216,Not in Michelin Guide Yet,https://maps.google.com/?cid=13349104129694132584,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Coffee,Cash only,Wheelchair accessible",No Description Available Yet,A,0,3,4.0,good,0.5386,good,0.4501,good,0.7704,3.33,3.67,4.0,False
Fook Seng Goldenhill Chicken Rice,ChIJqWW5sjIa2jERTIwjQbn2ats,"37 Jln Rumah Tinggi, #01-431, Singapore 150037",Singapore,Central,1.0,Street Food,103.8095599,1.2892531,9777 3318,Not in Michelin Guide Yet,https://maps.google.com/?cid=15810720717359778892,Not Awarded Any Yet,"Dine-in,Takeaway,Outdoor seating,Coffee,Wheelchair accessible",No Description Available Yet,B,1,2,4.5,good,0.8587,excellent,0.5746,good,0.986,4.0,4.5,4.0,False
Foong Kee Traditional Charcoal Roaster,ChIJNyBYgW0Z2jERlu9fHhadrz8,"Commonwealth Link, Singapore 140116",Singapore,Central,1.0,Street Food,103.800383,1.3069482,6222 8402,Not in Michelin Guide Yet,https://maps.google.com/?cid=4589059263638269846,Not Awarded Any Yet,"Dine-in,Takeaway,Outdoor seating,Coffee,Cash only",No Description Available Yet,A,0,5,4.4,average,0.7325,excellent,0.4102,good,0.8559,3.4,4.4,4.0,False
Formosa Delights,ChIJB6_SPfwa2jERhWb0-pMgLRo,"20 Clementi Rd, Singapore 129749",Singapore,Central,2.0,Taiwanese,103.7686889,1.2929497,6778 7398,Not in Michelin Guide Yet,https://maps.google.com/?cid=1886199638880708229,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Coffee,Credit cards,NFC payments",No Description Available Yet,A,0,4,4.75,good,0.8868,excellent,0.7469,good,0.9776,4.0,4.5,4.0,False
Fortune ( Eating House ),ChIJ_8lFAgAF2jERnnlDCuvxnHo,"Tuas Road, Singapore 638483",Singapore,West,1.0,Street Food,103.6613817,1.3214005,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=8835202560785873310,Not Awarded Any Yet,,No Description Available Yet,A,0,1,5.0,good,0.6642,excellent,0.6833,good,0.5408,4.0,5.0,4.0,False
Fortune Herbal Soup,ChIJ7yJVVzkF2jERluJXIx3H-Fs,"1 Joo Koon Bus Interchange, Singapore 629117",Singapore,West,1.0,Street Food,103.6787769,1.3271959,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=6627265779636626070,Not Awarded Any Yet,"Takeaway,Wheelchair accessible",No Description Available Yet,A,0,2,3.0,good,0.6906,excellent,0.5011,good,0.8566,3.0,3.5,3.0,False
Forture Seafood Steam Boat,ChIJkXT2vpsQ2jERs-G-1AwGngs,"Old Holland Road, Singapore 276308",Singapore,Central,2.0,Seafood,103.7909269,1.3327874,6469 5957,Not in Michelin Guide Yet,https://maps.google.com/?cid=837113232916144563,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Coffee,Credit cards,NFC payments",No Description Available Yet,B,1,4,3.75,good,0.6703,good,0.4122,good,0.832,3.5,3.75,3.5,False
Forum Roasted Bbq,ChIJITBrvHQG2jERcNDnppjqfR8,"Tuas South Street 2, Singapore 638118",Singapore,West,2.0,Barbecue,103.6314757,1.308057,9758 8678,Not in Michelin Guide Yet,https://maps.google.com/?cid=2269227728620736624,Not Awarded Any Yet,,No Description Available Yet,A,0,2,4.0,excellent,0.5555,excellent,0.6667,excellent,0.6704,4.5,4.5,4.5,False
Founder Bak Kut Teh,ChIJCy7E1tgZ2jERQ55jWkTNmJQ,"347 Balestier Road, Singapore 329777",Singapore,Central,2.0,Street Food,103.8510223,1.3242731,6352 6192,Not in Michelin Guide Yet,https://maps.google.com/?cid=10707533807531302467,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Outdoor seating,Beer,Credit cards,NFC payments",No Description Available Yet,A,0,4,3.75,good,0.6684,average,0.6288,good,0.8532,3.0,2.75,3.5,False
Fragrance Penang Prawn Mee,ChIJu9Txa_oT2jERA_1HOqUPLac,"248 Woodlands Industrial Park E5, Singapore 757883",Singapore,North,1.0,Street Food,103.7921948,1.452132,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=12046301780607761667,Not Awarded Any Yet,"Dine-in,Takeaway,Wheelchair accessible",No Description Available Yet,B,1,1,4.0,good,0.3281,good,0.3087,good,0.8665,4.0,4.0,4.0,False
Fred Bread Sg & The Toast Story,ChIJGZc_qxQX2jER--nn6vqfHJY,"7 Ang Mo Kio Street 66, Singapore 569061",Singapore,North-East,1.0,Bakery,103.850342,1.3913532,9179 7376,Not in Michelin Guide Yet,https://maps.google.com/?cid=10816696305068796411,Not Awarded Any Yet,"Dine-in,Coffee,Credit cards,NFC payments",No Description Available Yet,A,0,4,5.0,good,0.7614,excellent,0.9218,good,0.9905,3.75,4.75,4.25,False
Friar's Good Food,ChIJUbkv81UZ2jERwTaEv7En95w,"8 Sentosa Gateway, Universal Studios, 098269",Singapore,Central,1.0,Fast Food,103.8237395,1.2546406,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=11310552633540097729,Not Awarded Any Yet,"Dine-in,Takeaway,Outdoor seating,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,3,3.33,poor,0.915,good,0.4928,poor,0.6967,2.67,2.33,2.67,False
Fried Carrot Cake,ChIJHeJbwNEW2jERUAavfbO8QAI,"Off upper Thomson Jalan Leban, Singapore 574419",Singapore,North-East,1.0,Street Food,103.8290076,1.3723618,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=162337065679128144,Not Awarded Any Yet,"Dine-in,Takeaway,Wheelchair accessible",No Description Available Yet,A,0,5,3.4,good,0.7075,good,0.6826,good,0.877,3.4,3.8,3.2,False
Fried Delights & Fishball Noodle,ChIJzw1Mx1IS2jERuMsgbf8NbTQ,"301 Woodlands Street 31, Singapore 730301",Singapore,North,1.0,Street Food,103.7742571,1.4315063,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=3777691053132401592,Not Awarded Any Yet,"Dine-in,Takeaway,Coffee,Wheelchair accessible",No Description Available Yet,A,0,3,4.67,good,0.834,average,0.5312,good,0.7921,4.0,4.0,4.0,False
Fried Kway Teow Prawn Mee Oyster Carrot Cake (Adam Road),ChIJZ4wf4QYa2jER7KobPnd9ewY,"2 Adam Road, Singapore 289876",Singapore,Central,1.0,Street Food,103.8140761,1.3241963,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=467104937459559148,Not Awarded Any Yet,"Dine-in,Takeaway,Wheelchair accessible",No Description Available Yet,A,0,5,4.2,good,0.6857,excellent,0.5872,good,0.8509,3.4,4.0,4.0,False
Friends Cafe Hk,ChIJu2Vvy4AT2jERmdJ2x5Cqef0,"Sembawang Road, Singapore 786020",Singapore,North,1.0,Chinese,103.8193165,1.404568,8621 1125,Not in Michelin Guide Yet,https://maps.google.com/?cid=18264817302576222873,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Coffee,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,3.75,excellent,0.6769,excellent,0.7283,good,0.7847,4.0,4.0,3.5,False
Friends Tasty Korea,ChIJlU7ROncU2jERKmSZQM1RN8Q,"926 Upper Thomson Road, Singapore 787113",Singapore,North,2.0,Korean,103.8179163,1.3993984,9754 2550,Not in Michelin Guide Yet,https://maps.google.com/?cid=14138859497146901546,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Coffee,Credit cards,NFC payments",No Description Available Yet,A,0,5,5.0,good,0.8469,excellent,0.947,good,0.9622,4.2,4.6,4.0,False
From Bowl To Soul,ChIJuzsqYAAF2jERZkoGi_R6tfk,"2 Tukang Innovation Grove, Singapore 618305",Singapore,West,2.0,Noodle Shop,103.7101291,1.3253658,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=17993423076951738982,Not Awarded Any Yet,Takeaway,No Description Available Yet,A,0,1,4.0,poor,0.9957,good,0.0055,good,0.9807,2.0,4.0,4.0,False
Fu Jia Japanese Korean Cuisine,ChIJz9PMKgAT2jERwL2LKj4352I,"326 Woodlands Street 32, Singapore 730326",Singapore,North,1.0,Japanese,103.7793596,1.4303821,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=7126725675478400448,Not Awarded Any Yet,"Dine-in,Takeaway,Wheelchair accessible",No Description Available Yet,A,0,2,3.0,good,0.8578,excellent,0.5728,excellent,0.9644,3.0,3.0,3.0,False
Fu Wei Chicken Rice,ChIJAcvIMgAF2jERzJPm5pKDvXU,"1 Joo Koon Circle, Singapore 629117",Singapore,West,1.0,Street Food,103.6785661,1.3273285,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=8484081939998217164,Not Awarded Any Yet,"Dine-in,Takeaway,Wheelchair accessible",No Description Available Yet,A,0,2,5.0,good,0.6576,excellent,0.7102,good,0.6642,4.0,5.0,4.0,False
Fu Xiang Seafood,ChIJ9cPIqd4P2jER6aIQlNJMOWE,"907 Jurong West Street 91, Singapore 640907",Singapore,West,2.0,Seafood,103.6857991,1.341245,8960 9907,Not in Michelin Guide Yet,https://maps.google.com/?cid=7005715162662478569,Not Awarded Any Yet,"Dine-in,Takeaway,Beer,Wheelchair accessible",No Description Available Yet,B,1,5,3.4,poor,0.9077,good,0.6767,good,0.9816,2.8,3.2,3.0,False
Fu Xing Economic Bee Hoon Nasi Lemak,ChIJSSXtenUT2jERYiGAFqho5bw,"676 Woodlands Drive 71, Singapore 730676",Singapore,North,1.0,Street Food,103.8007432,1.4398898,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=13611400519938482530,Not Awarded Any Yet,"Dine-in,Takeaway,Wheelchair accessible",No Description Available Yet,A,0,4,4.75,good,0.9427,excellent,0.485,average,0.7261,3.75,4.5,3.5,False
Fulee Seafood (Canberra Street),ChIJw5mZR5wV2jERAboY0s_e-3s,"126 Canberra Street, Singapore 750126",Singapore,North,2.0,Seafood,103.8344207,1.446057,6980 6126,Not in Michelin Guide Yet,https://maps.google.com/?cid=8933979269983943169,Not Awarded Any Yet,"Dine-in,Takeaway,Outdoor seating,Coffee,Wheelchair accessible",No Description Available Yet,A,0,3,1.33,poor,0.5704,poor,0.5073,good,0.6724,2.0,1.67,2.33,False
Fulee Seafood (Bukit Panjang Ring),ChIJh_D_VzkR2jERGnz8RyxN62k,"259 Bukit Panjang Ring Road, Singapore 671259",Singapore,West,2.0,Seafood,103.7730453,1.3773085,6363 3466,Not in Michelin Guide Yet,https://maps.google.com/?cid=7632278846091066394,Not Awarded Any Yet,"Dine-in,Takeaway,Wheelchair accessible",No Description Available Yet,A,0,5,3.0,good,0.8344,good,0.3813,good,0.857,3.2,3.2,3.2,False
Fun Toast (Woodlands),ChIJTXT5XbwR2jERQ_LoVtDI5XI,"1 Woodlands Road, Singapore 677899",Singapore,West,1.0,Cafe,103.7604874,1.3800671,6612 1736,Not in Michelin Guide Yet,https://maps.google.com/?cid=8279244287127384643,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,2.5,good,0.6774,excellent,0.6194,good,0.5654,3.0,3.0,3.5,False
Fun Toast (Upper Paya Lebar),ChIJ8xlq8JIX2jERRoWw9HPM8DA,"Upper Paya Lebar Road, Singapore 534803",Singapore,North-East,1.0,Coffee Shop,103.8885227,1.3361149,6909 3854,Not in Michelin Guide Yet,https://maps.google.com/?cid=3526543306629612870,Not Awarded Any Yet,"Dine-in,Takeaway,Coffee,NFC payments",No Description Available Yet,A,0,4,2.5,poor,0.7692,poor,0.5944,good,0.6198,2.5,3.25,3.0,False
Fusion Express,ChIJoca2e5MR2jERAZi-hC0rmGY,"Choa Chu Kang North 7, Singapore 681678",Singapore,West,1.0,Street Food,103.7446606,1.4016989,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=7392706262829275137,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Wheelchair accessible",No Description Available Yet,A,0,5,2.0,poor,0.6658,poor,0.384,good,0.6005,2.8,2.8,3.6,False
Fusion Western (Bukit Panjang),ChIJq6pazaAR2jERQhgTJgqMOZA,"257 Bangkit Road, Singapore 670257",Singapore,West,1.0,Western,103.7735091,1.3787671,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=10392491590350477378,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,3,3.33,average,0.8693,excellent,0.659,good,0.7793,3.0,3.33,3.33,False
Gaga Roasted Delights (131 Marsiling Rise),ChIJld0wUnQT2jER8-n1Rryzcng,"131 Marsiling Rise, Singapore 730131",Singapore,North,1.0,Street Food,103.7782237,1.4385093,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=8679197053122111987,Not Awarded Any Yet,"Dine-in,Takeaway,Cash only,Wheelchair accessible",No Description Available Yet,A,0,4,2.75,good,0.7947,terrible,0.7299,good,0.9178,3.0,2.75,2.75,False
Gahe Traditional Korean Cuisine,ChIJ-Rt5R04X2jERtYj0o2cVKfU,"Fernvale Street, Singapore 790473",Singapore,North-East,1.0,Korean,103.8817858,1.397709,8157 3327,Not in Michelin Guide Yet,https://maps.google.com/?cid=17665674548214007989,Not Awarded Any Yet,"Dine-in,Takeaway,Credit cards,NFC payments",No Description Available Yet,A,0,5,4.0,good,0.6687,good,0.5369,good,0.8412,3.6,4.2,4.0,False
Gao Sheng Seafood,ChIJt_fR_-cR2jER9sAFOdLEyow,"429A Choa Chu Kang Avenue 4, Singapore 681429",Singapore,West,2.0,Seafood,103.7402832,1.3834528,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=10145137517784318198,Not Awarded Any Yet,"Dine-in,Takeaway",No Description Available Yet,A,0,2,1.0,poor,0.7865,poor,0.5354,poor,0.6616,2.0,2.0,2.0,False
Garang Grill (Arcadia),ChIJG17pIY8Z2jERNOAaV4Gxiw8,"251A Arcadia Road, Singapore 289847",Singapore,Central,2.0,Western,103.8099133,1.3346438,6466 9558,Not in Michelin Guide Yet,https://maps.google.com/?cid=1120184101401976884,Not Awarded Any Yet,"Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards",No Description Available Yet,A,0,3,3.33,excellent,0.8037,excellent,0.5415,excellent,0.9223,3.67,3.67,3.67,False
Garden Grill,ChIJ7zMPn_8W2jERci45p5Ejpno,"Portchester Avenue, Singapore 557255",Singapore,North-East,2.0,Fusion,103.8670169,1.3657715,6398 5313,Not in Michelin Guide Yet,https://maps.google.com/?cid=8837790427243949682,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,4.8,average,0.7177,excellent,0.3113,good,0.9489,3.2,4.0,4.0,False
Gattopardo Ristorante Di Mare,ChIJocILh6IZ2jERQe7929zuSww,"Tras Street, Singapore 078989",Singapore,Central,3.0,Italian,103.8443759,1.2784442,9325 8843,Not in Michelin Guide Yet,https://maps.google.com/?cid=886064384059502145,Not Awarded Any Yet,"Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,NFC payments",No Description Available Yet,A,0,4,5.0,excellent,0.7395,excellent,0.9613,good,0.9946,4.5,5.0,4.25,False
Gayatri Restaurant,ChIJQ0U9IscZ2jERxoggGQSjBpA,"Race Course Road, Singapore 218591",Singapore,Central,2.0,Indian,103.8519936,1.3096712,6294 6294,Not in Michelin Guide Yet,https://maps.google.com/?cid=10378161629318645958,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,4.8,excellent,0.7635,excellent,0.8109,good,0.9903,4.6,5.0,4.0,False
Georges (Wild West),ChIJGz4Xt4YP2jERzy-s-b09mJ0,"Jalan Lekar, Singapore 698918",Singapore,West,2.0,Bar,103.7237831,1.3774181,8727 2163,Not in Michelin Guide Yet,https://maps.google.com/?cid=11355894346561630159,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,Wheelchair accessible",No Description Available Yet,A,0,4,4.25,good,0.9482,excellent,0.6308,good,0.993,3.5,4.5,4.0,False
Geylang Lor 9 Fresh Frog Porridge,ChIJPYIoKzEY2jERvlt1euL28Yg,"4 Lorong 9 Geylang, Singapore 389274",Singapore,Central,2.0,Street Food,103.8764986,1.312255,8136 9858,Not in Michelin Guide Yet,https://maps.google.com/?cid=9867939711123020734,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Outdoor seating,Credit cards",No Description Available Yet,A,0,2,3.5,good,0.2962,excellent,0.2556,good,0.4507,3.0,4.5,4.0,False
Geylang Lorong 29 Fried Hokkien Mee,ChIJuQylHwAZ2jERxz7klyX4Ovo,"18 Marina Gardens Dr, #01-22 Satay by the Bay, Singapore 018953",Singapore,Central,1.0,Street Food,103.8685737,1.2824002,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=18030996898476998343,Not Awarded Any Yet,"Dine-in,Takeaway,Wheelchair accessible",No Description Available Yet,B,1,5,1.8,poor,0.6575,terrible,0.3192,poor,0.7857,2.2,2.2,2.8,False
Geylang Prawn Noodle,ChIJdSWEYr0X2jERdxUVKR0T57c,"Upper Paya Lebar Road, Singapore 534934",Singapore,North-East,2.0,Chinese Noodle,103.8815592,1.345072,8092 3327,Not in Michelin Guide Yet,https://maps.google.com/?cid=13251581444525200759,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Outdoor seating,Coffee",No Description Available Yet,A,0,4,4.25,good,0.754,excellent,0.5679,good,0.8697,3.5,3.75,3.5,False
Gim Tim Restaurant,ChIJyWk5cMMW2jER2GWLiSidNXs,"157 Ang Mo Kio Avenue 4, Singapore 560180",Singapore,North-East,3.0,Chinese,103.8399402,1.3751464,6459 7766,Not in Michelin Guide Yet,https://maps.google.com/?cid=8878175037862667736,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,4.4,good,0.48,good,0.4983,good,0.8432,3.6,3.6,4.0,False
Gin Khao Bistro,ChIJ-RPjNLQe2jERA1utzj7rV3I,"31 Ocean Way, #01-12 Quayside Isle, 098375",Singapore,Central,2.0,Thai,103.8421771,1.2468982,6570 2208,Not in Michelin Guide Yet,https://maps.google.com/?cid=8239312698285579011,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,B,1,5,3.2,average,0.84,excellent,0.7753,good,0.887,3.2,4.2,3.6,False
Go K Bbq,ChIJ16W4N1QR2jERBsUSgpKq5X0,"1 Jalan Anak Bukit, Singapore 588996",Singapore,Central,2.0,Korean,103.7787788,1.339239,6219 3141,Not in Michelin Guide Yet,https://maps.google.com/?cid=9071844570631947526,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Beer,Wine,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,4.5,excellent,0.8712,excellent,0.8793,good,0.7888,4.5,5.0,4.0,False
Gochu Korean Dining & Bbq | Orchid Country Club | Yishun,ChIJYYNqSOUV2jERvwChyeuu30c,"Orchid Club Road, Singapore 763513",Singapore,North,2.0,Korean,103.8449169,1.4134699,8802 3567,Not in Michelin Guide Yet,https://maps.google.com/?cid=5179050424222679231,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Beer,Coffee,Credit cards,NFC payments",No Description Available Yet,A,0,4,5.0,good,0.7615,excellent,0.5565,good,0.9882,4.0,4.75,4.0,False
Golden Jade Restaurant,ChIJmYd8yzAY2jERbDNfE2D1SkI,"Geylang Road, Singapore 399035",Singapore,Central,2.0,Chinese,103.8778779,1.3124936,6744 3022,Not in Michelin Guide Yet,https://maps.google.com/?cid=4776900147770504044,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Beer,Wine,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,4.0,average,0.7026,excellent,0.6111,good,0.7017,3.2,4.2,3.8,False
Golden Mile Food Centre,ChIJ04DTdbQZ2jERFt4kBQi-E60,"505 Beach Road, Singapore 199583",Singapore,Central,1.0,Street Food,103.8639299,1.3030908,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=12471520734774353430,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Outdoor seating,Beer,Coffee,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,4.25,good,0.7192,excellent,0.7303,good,0.7796,3.75,4.25,3.75,False
